"user_id","activity_date","activity_time","day_name","total_intensity","average_intensity"
1503960366,"2016-04-12","00:00:00","Tuesday",20,0.333333
1503960366,"2016-04-12","01:00:00","Tuesday",8,0.133333
1503960366,"2016-04-12","02:00:00","Tuesday",7,0.116667
1503960366,"2016-04-12","03:00:00","Tuesday",0,0.0
1503960366,"2016-04-12","04:00:00","Tuesday",0,0.0
1503960366,"2016-04-12","05:00:00","Tuesday",0,0.0
1503960366,"2016-04-12","06:00:00","Tuesday",0,0.0
1503960366,"2016-04-12","07:00:00","Tuesday",0,0.0
1503960366,"2016-04-12","08:00:00","Tuesday",13,0.216667
1503960366,"2016-04-12","09:00:00","Tuesday",30,0.5
1503960366,"2016-04-12","10:00:00","Tuesday",29,0.483333
1503960366,"2016-04-12","11:00:00","Tuesday",12,0.2
1503960366,"2016-04-12","12:00:00","Tuesday",11,0.183333
1503960366,"2016-04-12","13:00:00","Tuesday",6,0.1
1503960366,"2016-04-12","14:00:00","Tuesday",36,0.6
1503960366,"2016-04-12","15:00:00","Tuesday",58,0.966667
1503960366,"2016-04-12","16:00:00","Tuesday",13,0.216667
1503960366,"2016-04-12","17:00:00","Tuesday",16,0.266667
1503960366,"2016-04-12","18:00:00","Tuesday",29,0.483333
1503960366,"2016-04-12","19:00:00","Tuesday",39,0.65
1503960366,"2016-04-12","20:00:00","Tuesday",41,0.683333
1503960366,"2016-04-12","21:00:00","Tuesday",31,0.516667
1503960366,"2016-04-12","22:00:00","Tuesday",9,0.15
1503960366,"2016-04-12","23:00:00","Tuesday",21,0.35
1503960366,"2016-04-13","00:00:00","Wednesday",14,0.233333
1503960366,"2016-04-13","01:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","02:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","03:00:00","Wednesday",4,0.066667
1503960366,"2016-04-13","04:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","05:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","06:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","07:00:00","Wednesday",8,0.133333
1503960366,"2016-04-13","08:00:00","Wednesday",12,0.2
1503960366,"2016-04-13","09:00:00","Wednesday",27,0.45
1503960366,"2016-04-13","10:00:00","Wednesday",15,0.25
1503960366,"2016-04-13","11:00:00","Wednesday",16,0.266667
1503960366,"2016-04-13","12:00:00","Wednesday",15,0.25
1503960366,"2016-04-13","13:00:00","Wednesday",10,0.166667
1503960366,"2016-04-13","14:00:00","Wednesday",46,0.766667
1503960366,"2016-04-13","15:00:00","Wednesday",13,0.216667
1503960366,"2016-04-13","16:00:00","Wednesday",10,0.166667
1503960366,"2016-04-13","17:00:00","Wednesday",23,0.383333
1503960366,"2016-04-13","18:00:00","Wednesday",25,0.416667
1503960366,"2016-04-13","19:00:00","Wednesday",13,0.216667
1503960366,"2016-04-13","20:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","21:00:00","Wednesday",0,0.0
1503960366,"2016-04-13","22:00:00","Wednesday",11,0.183333
1503960366,"2016-04-13","23:00:00","Wednesday",56,0.933333
1503960366,"2016-04-14","00:00:00","Thursday",4,0.066667
1503960366,"2016-04-14","01:00:00","Thursday",3,0.05
1503960366,"2016-04-14","02:00:00","Thursday",0,0.0
1503960366,"2016-04-14","03:00:00","Thursday",0,0.0
1503960366,"2016-04-14","04:00:00","Thursday",0,0.0
1503960366,"2016-04-14","05:00:00","Thursday",0,0.0
1503960366,"2016-04-14","06:00:00","Thursday",0,0.0
1503960366,"2016-04-14","07:00:00","Thursday",0,0.0
1503960366,"2016-04-14","08:00:00","Thursday",0,0.0
1503960366,"2016-04-14","09:00:00","Thursday",14,0.233333
1503960366,"2016-04-14","10:00:00","Thursday",23,0.383333
1503960366,"2016-04-14","11:00:00","Thursday",7,0.116667
1503960366,"2016-04-14","12:00:00","Thursday",18,0.3
1503960366,"2016-04-14","13:00:00","Thursday",54,0.9
1503960366,"2016-04-14","14:00:00","Thursday",22,0.366667
1503960366,"2016-04-14","15:00:00","Thursday",7,0.116667
1503960366,"2016-04-14","16:00:00","Thursday",25,0.416667
1503960366,"2016-04-14","17:00:00","Thursday",5,0.083333
1503960366,"2016-04-14","18:00:00","Thursday",12,0.2
1503960366,"2016-04-14","19:00:00","Thursday",1,0.016667
1503960366,"2016-04-14","20:00:00","Thursday",24,0.4
1503960366,"2016-04-14","21:00:00","Thursday",57,0.95
1503960366,"2016-04-14","22:00:00","Thursday",17,0.283333
1503960366,"2016-04-14","23:00:00","Thursday",0,0.0
1503960366,"2016-04-15","00:00:00","Friday",6,0.1
1503960366,"2016-04-15","01:00:00","Friday",5,0.083333
1503960366,"2016-04-15","02:00:00","Friday",7,0.116667
1503960366,"2016-04-15","03:00:00","Friday",0,0.0
1503960366,"2016-04-15","04:00:00","Friday",0,0.0
1503960366,"2016-04-15","05:00:00","Friday",1,0.016667
1503960366,"2016-04-15","06:00:00","Friday",0,0.0
1503960366,"2016-04-15","07:00:00","Friday",1,0.016667
1503960366,"2016-04-15","08:00:00","Friday",5,0.083333
1503960366,"2016-04-15","09:00:00","Friday",2,0.033333
1503960366,"2016-04-15","10:00:00","Friday",8,0.133333
1503960366,"2016-04-15","11:00:00","Friday",23,0.383333
1503960366,"2016-04-15","12:00:00","Friday",13,0.216667
1503960366,"2016-04-15","13:00:00","Friday",9,0.15
1503960366,"2016-04-15","14:00:00","Friday",0,0.0
1503960366,"2016-04-15","15:00:00","Friday",0,0.0
1503960366,"2016-04-15","16:00:00","Friday",0,0.0
1503960366,"2016-04-15","17:00:00","Friday",47,0.783333
1503960366,"2016-04-15","18:00:00","Friday",22,0.366667
1503960366,"2016-04-15","19:00:00","Friday",32,0.533333
1503960366,"2016-04-15","20:00:00","Friday",8,0.133333
1503960366,"2016-04-15","21:00:00","Friday",14,0.233333
1503960366,"2016-04-15","22:00:00","Friday",66,1.1
1503960366,"2016-04-15","23:00:00","Friday",95,1.583333
1503960366,"2016-04-16","00:00:00","Saturday",15,0.25
1503960366,"2016-04-16","01:00:00","Saturday",0,0.0
1503960366,"2016-04-16","02:00:00","Saturday",3,0.05
1503960366,"2016-04-16","03:00:00","Saturday",1,0.016667
1503960366,"2016-04-16","04:00:00","Saturday",1,0.016667
1503960366,"2016-04-16","05:00:00","Saturday",1,0.016667
1503960366,"2016-04-16","06:00:00","Saturday",0,0.0
1503960366,"2016-04-16","07:00:00","Saturday",4,0.066667
1503960366,"2016-04-16","08:00:00","Saturday",9,0.15
1503960366,"2016-04-16","09:00:00","Saturday",38,0.633333
1503960366,"2016-04-16","10:00:00","Saturday",14,0.233333
1503960366,"2016-04-16","11:00:00","Saturday",30,0.5
1503960366,"2016-04-16","12:00:00","Saturday",42,0.7
1503960366,"2016-04-16","13:00:00","Saturday",90,1.5
1503960366,"2016-04-16","14:00:00","Saturday",20,0.333333
1503960366,"2016-04-16","15:00:00","Saturday",0,0.0
1503960366,"2016-04-16","16:00:00","Saturday",2,0.033333
1503960366,"2016-04-16","17:00:00","Saturday",17,0.283333
1503960366,"2016-04-16","18:00:00","Saturday",10,0.166667
1503960366,"2016-04-16","19:00:00","Saturday",12,0.2
1503960366,"2016-04-16","20:00:00","Saturday",19,0.316667
1503960366,"2016-04-16","21:00:00","Saturday",13,0.216667
1503960366,"2016-04-16","22:00:00","Saturday",3,0.05
1503960366,"2016-04-16","23:00:00","Saturday",5,0.083333
1503960366,"2016-04-17","00:00:00","Sunday",0,0.0
1503960366,"2016-04-17","01:00:00","Sunday",0,0.0
1503960366,"2016-04-17","02:00:00","Sunday",0,0.0
1503960366,"2016-04-17","03:00:00","Sunday",1,0.016667
1503960366,"2016-04-17","04:00:00","Sunday",0,0.0
1503960366,"2016-04-17","05:00:00","Sunday",0,0.0
1503960366,"2016-04-17","06:00:00","Sunday",0,0.0
1503960366,"2016-04-17","07:00:00","Sunday",0,0.0
1503960366,"2016-04-17","08:00:00","Sunday",0,0.0
1503960366,"2016-04-17","09:00:00","Sunday",0,0.0
1503960366,"2016-04-17","10:00:00","Sunday",0,0.0
1503960366,"2016-04-17","11:00:00","Sunday",9,0.15
1503960366,"2016-04-17","12:00:00","Sunday",18,0.3
1503960366,"2016-04-17","13:00:00","Sunday",23,0.383333
1503960366,"2016-04-17","14:00:00","Sunday",10,0.166667
1503960366,"2016-04-17","15:00:00","Sunday",13,0.216667
1503960366,"2016-04-17","16:00:00","Sunday",2,0.033333
1503960366,"2016-04-17","17:00:00","Sunday",71,1.183333
1503960366,"2016-04-17","18:00:00","Sunday",39,0.65
1503960366,"2016-04-17","19:00:00","Sunday",24,0.4
1503960366,"2016-04-17","20:00:00","Sunday",87,1.45
1503960366,"2016-04-17","21:00:00","Sunday",16,0.266667
1503960366,"2016-04-17","22:00:00","Sunday",5,0.083333
1503960366,"2016-04-17","23:00:00","Sunday",0,0.0
1503960366,"2016-04-18","00:00:00","Monday",21,0.35
1503960366,"2016-04-18","01:00:00","Monday",0,0.0
1503960366,"2016-04-18","02:00:00","Monday",0,0.0
1503960366,"2016-04-18","03:00:00","Monday",0,0.0
1503960366,"2016-04-18","04:00:00","Monday",0,0.0
1503960366,"2016-04-18","05:00:00","Monday",0,0.0
1503960366,"2016-04-18","06:00:00","Monday",0,0.0
1503960366,"2016-04-18","07:00:00","Monday",0,0.0
1503960366,"2016-04-18","08:00:00","Monday",0,0.0
1503960366,"2016-04-18","09:00:00","Monday",39,0.65
1503960366,"2016-04-18","10:00:00","Monday",17,0.283333
1503960366,"2016-04-18","11:00:00","Monday",15,0.25
1503960366,"2016-04-18","12:00:00","Monday",40,0.666667
1503960366,"2016-04-18","13:00:00","Monday",9,0.15
1503960366,"2016-04-18","14:00:00","Monday",7,0.116667
1503960366,"2016-04-18","15:00:00","Monday",14,0.233333
